CURRENT CONGREGATION,ORIGINAL CONGREGATION,FULL ADDRESS,ZIP CODE,YEAR ORIGINAL BUILDING COMPLETED,CIRCA/PRE/POST,ORIGINAL ARCHITECT,Phila Register (Ind),Phila Register (District),National Register (Ind),National Register (District),NHL,HABS,DATE SOURCE,ARCHITECT SOURCE,CITY COUNCIL,PLANNING DISTRICT,SINGLE BUILDING/COMPLEX,ORIGINAL FAITH,CURRENT FAITH,ADD1,ADD1YR,ADD1ARCH,ADD2,ADD2YR,ADD2ARCH,ADD3,ADD3YR,ADD3ARCH,ARTISANS,EXTMAT1,EXTMAT2,NOTES,DEMOLITION PERMITS (SINCE 2006),CENSUS OF STAINED GLASS,COVENANT ON FILE,COOPERMAN INVENTORY,CHANGE IN FAITH/DENOMINATION,TAX PARCEL #,AKA ADDRESS,OWNER1,OWNER2,CENSUS,Geocode Address,FOR SALE/SOLD/CLOSED/VACANT,UNSAFE/IMM.DANG.,Icon
48TH STREET-MOUNT PLEASANT BAPTIST CHURCH,PATTERSON MEMORIAL PRESBYTERIAN CHURCH,5539-5551 VINE STREET,19139,1922,,,NO,NO,NO,NO,NO,NO,,,4,WEST,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,STUCCO,,,,NO,NO,NO,YES,774310000,,48TH ST MT PLEASANT,BAPTIST CHURCH,102,"5539  VINE STREET Philadelphia, PA",,,small_red
SECOND PILGRIM BAPTIST CHURCH,SAINT JOHANNAS GERMAN LUTHERAN CHURCH,3156-3164 D STREET,19130,1895,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,5,CENTRAL,,LUTHERAN,BAPTIST,,,,,,,,,,,BRICK,,,,NO,NO,NO,YES,772257000,,THE SECOND PILGRIM,,133,"854 N. 15TH STREET Philadelphia, PA",,,small_red
FIRST BAPTIST CHURCH OF MANAYUNK,FIRST BAPTIST CHURCH OF MANAYUNK,193 GREEN LANE,19127,1852,,,NO,NO,NO,NO,NO,NO,PCHP,,4,LOWER NORTHWEST,,BAPTIST,BAPTIST,ALTERATIONS/ADDITIONS (PAB),C. 1904,AMOS WARREN BARNES,,,,,,,,GNEISS,,,,NO,NO,NO,NO,775181000,SILVERWOOD STREET,1ST BAPTIST CHURCH,OF MANAYUNK,214,"193  GREEN LANE Philadelphia, PA",,,small_red
RHAWNHURST BAPTIST CHURCH,REDEMPTION LUTHERAN CHURCH,2226 RHAWN STREET,19152,1935,CIRCA,HEACOCK & HOKANSON,NO,NO,NO,NO,NO,NO,,,10,CENTRAL NORTHEAST,,LUTHERAN,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,YES,778264000,EASTWOOD STREET,RHAWNHURST BAPT CHURCH,,334,"2226  RHAWN STREET Philadelphia, PA",,,small_red
JONES MEMORIAL BAPTIST CHURCH,JONES TABERNACLE AFRICAN METHODIST EPISCOPAL CHURCH?,2308-2314 N. 20TH STREET,19132,1908,,,NO,NO,NO,NO,NO,NO,,,5,LOWER NORTH,,AFRICAN METHODIST EPISCOPAL,BAPTIST,,,,,,,,,,,GRANITE,,,,NO,NO,NO,YES,776352500,,JONES MEMORIAL BAPTIST,CHURCH,168,"2308 N. 20TH STREET Philadelphia, PA",,,small_red
ZION BAPTIST CHURCH,ZION BAPTIST CHURCH,3600 N. BROAD STREET,19140,1973,,CARL P. BERGER?,NO,NO,NO,NO,NO,NO,CONGREGATION WEBSITE,,8,NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,GRANITE,,,DEM-REMOVE A / INSERT A TANK,NO,NO,YES,NO,776070000,,ZION BAPTIST CHURCH,,201,"3600 N. BROAD STREET Philadelphia, PA",,,small_red
CHRIST BAPTIST CHURCH,HOUSE OF PRAYER EPISCOPAL CHURCH,1725 CHURCH LANE,19141,1865,CIRCA,,NO,NO,NO,NO,NO,NO,PHMC-PAB,,8,UPPER NORTH,,EPISCOPAL,BAPTIST,,,,,,,,,,,GNEISS,WOOD,,,NO,NO,NO,YES,776124000,,THE CHURCH FOUNDATION,HOUSE OF PRAYER,278,"1725  CHURCH LANE Philadelphia, PA",,,small_red
WAYLAND TEMPLE BAPTIST CHURCH,COLUMBIA AVENUE METHODIST CHURCH,2500 W. CECIL B. MOORE AVENUE,19121,1888,,OSCAR FROTSCHER,NO,NO,NO,NO,NO,NO,COOPERMAN,COOPERMAN,5,LOWER NORTH,,METHODIST,BAPTIST,ALTERATIONS (COOPERMAN),1916,GEORGE SAVAGE,,,,,,,,MARBLE,,,,NO,NO,YES,YES,772096000,2500-2508 W. CECIL B. MOORE AVENUE,WAYLAND TEMPLE BAPCIST,CHURCH,149,"2500 W. CECIL B. MOORE AVENUE Philadelphia, PA",,,small_red
"FORMER SAINT AUGUSTINE CHURCH OF THE COVENANT, EPISCOPAL",PROTESTANT EPISCOPAL CHURCH OF THE COVENANT,2701-2709 W. GIRARD AVENUE,19130,1888,,FRANK R. WATSON,NO,NO,NO,NO,NO,NO,COOPERMAN,COOPERMAN,5,LOWER NORTH,,EPISCOPAL,N/A,,,,,,,,,,,GRANITE,PRESSED METAL,,,NO,NO,YES,NO,772138000,,THE CHURCH FOUNDATION,,137,"2701 W. GIRARD AVENUE Philadelphia, PA",FOR SALE,,small_red
NEW BETHLEHEM BAPTIST CHURCH,SECOND PRESBYTERIAN CHURCH,4036-4050 ASPEN STREET,19104,1890,,T.R. MILLER; ROBERT KENNEDY?,NO,NO,NO,NO,NO,NO,,,3,WEST,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,STONE,,,,YES,NO,NO,YES,774053000,,NEW BETHLEHAM BAPTIST,CHURCH PHILA,107,"4036  ASPEN STREET Philadelphia, PA",,,small_red
GIBSON TEMPLE BAPTIST CHURCH,SAINT JOHN CHRYSTOTOM PROTESTANT EPISCOPAL CHURCH,2159-2163 N. 28TH STREET,19121,1899,CIRCA,ARTHUR TRUSCOTT (BAILY & TRUSCOTT),NO,NO,NO,NO,NO,NO,PAB,,5,LOWER NORTH,,EPISCOPAL,BAPTIST,,,,,,,,,,,MARBLE,,,,NO,NO,NO,YES,772345000,,GIBSON TEMPLE BAPTIST,CHURCH,151,"2159 N. 28TH STREET Philadelphia, PA",,,small_red
NEW PSALMIST BAPTIST CHURCH,TRIUNE GERMAN BAPTIST CHURCH,1409-1413 W. DAUPHIN STREET,19132,1890,,,NO,NO,NO,NO,NO,NO,MAPS CONFIRM BUILDING BETWEEN 1862 AND 1895,,5,LOWER NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,NO,776136800,,HOPEWELL BAPTIST,CHURCH,167,"1409 W. DAUPHIN STREET Philadelphia, PA",,,small_red
NEW LIGHT BEULAH BAPTIST CHURCH,FIRST CHURCH OF THE COVENANTERS PRESBYTERIAN CHURCH,1701-1711 BAINBRIDGE STREET,19146,1870,CIRCA,UNKNOWN,NO,NO,NO,NO,NO,NO,COOPERMAN,N/A,2,CENTRAL,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,STUCCO OVER BRICK,,,,NO,NO,YES,YES,772057000,,NEW LIGHT BEULAH,BAPTIST CHURCH,14,"1701  BAINBRIDGE STREET Philadelphia, PA",,,small_red
SAINT PHILLIP�S BAPTIST CHURCH,REFORMIST ZIONSKIRCHE,1220-1228 N. 6TH STREET,19122,1901,,,NO,NO,NO,NO,NO,NO,,,5,LOWER NORTH,,LUTHERAN,BAPTIST,,,,,,,,,,,GRANITE,,,,NO,NO,NO,YES,771219000,,ST PHILLIPS BAPT CHRCH,,141,"1220 N. 6TH STREET Philadelphia, PA",,,small_red
MORRIS CHAPEL BAPTIST CHURCH,LEHIGH AVENUE BAPTIST CHURCH,1127 W. LEHIGH AVENUE,19133,1899,,PURSELL & FRY,NO,NO,NO,NO,NO,NO,,,5,NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,SANDSTONE,,,,NO,NO,NO,NO,777238000,2701 N. 12TH STREET,MORRIS CHAPEL,BAPTISH CHURCH,174,"1127 W. LEHIGH AVENUE Philadelphia, PA",,,small_red
METROPOLITAN BAPTIST CHURCH,NORTHMINSTER PRESBYTERIAN CHURCH,3500 BARING STREET,19104,1879,,THOMAS W. RICHARDS,NO,NO,NO,POWELTON VILLAGE,NO,NO,,,3,UNIVERSITY/SOUTHWEST,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,STONE,,,,YES,NO,NO,YES,774068000,,METROPOLITIAN BAPT,CHURCH,90,"3500  BARING STREET Philadelphia, PA",,,small_red
GOODWILL TABERNACLE BAPTIST CHURCH,SAINT PHILIP EVANGELICAL LUTHERAN CHURCH,5625-5627 HAVERFORD AVENUE,19131,1930,,STEINWEYER BROS.,NO,NO,NO,NO,NO,NO,PHMC,,4,WEST,,LUTHERAN,BAPTIST,,,,,,,,,,,BRICK,LIMESTONE,,,NO,NO,NO,YES,774185000,,GOODWILL TABERNACLE,BAPTIST CHURCH,102,"5625  HAVERFORD AVENUE Philadelphia, PA",,,small_red
GREATER WHITE ROCK BAPTIST CHURCH,CHURCH OF THE REDEEMER/SAINT ANNA CHURCH OF THE REDEMPTION,9-17 N. 56TH STREET,19139,,,,NO,NO,NO,NO,NO,NO,,,3,WEST,,EPISCOPAL,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,YES,774429000,5529-5539 MARKET STREET,GREATER WHITE ROCK,BAPTIST CHURCH,94,"9 N. 56TH STREET Philadelphia, PA",,,small_red
WHITE ROCK BAPTIST CHURCH,SAINT MATTHEW�S METHODIST EPISCOPAL CHURCH,5240-5244 CHESTNUT STREET,19139,1890,,THOMAS P. LONSDALE,NO,NO,NO,NO,NO,NO,COOPERMAN,COOPERMAN,3,WEST,COMPLEX,METHODIST EPISCOPAL,BAPTIST,PARISH HOUSE (COOPERMAN),1899,T.P. LONSDALE,CHAPEL ADDITION (COOPERMAN),1908,WESLEY BLITHE,SUNDAY SCHOOL BUILDING (COOPERMAN),1915,LACKMAN & MURPHY,,STONE,,,,YES,NO,YES,YES,774113000,,WHITE ROCK BAPTIST,CHURCH,85,"5240  CHESTNUT STREET Philadelphia, PA",,,small_red
THANKFUL BAPTIST CHURCH,BERACHAB TABERNACLE,1608 W. ALLEGHENY AVENUE,19132,1925,,HARRY/HENRY HAMMER,NO,NO,NO,NO,NO,NO,,,8,NORTH,,,BAPTIST,,,,,,,,,,,GRANITE,SCHIST,,,NO,NO,NO,,776056000,,THANKFUL BAPT CHURCH,INC,201,"1608 W. ALLEGHENY AVENUE Philadelphia, PA",,,small_red
PENTECOSTAL HOUSE OF PRAYER,UNITED HOLY CHURCH OF AMERICA,2332 N. 9TH STREET,19133,1889,,,NO,NO,NO,NO,NO,NO,PHPC,,5,LOWER NORTH,,,PENTECOSTAL,,,,,,,,,,,PAINTED STONE,,,,NO,NO,NO,,777406000,,PENTECOSTAL HSE OF,PRAYER OF THE UNITED,165,"2332 N. 9TH STREET Philadelphia, PA",,,small_red
"CHRIST CHURCH AND SAINT MICHAEL'S, EPISCOPAL",CHRIST CHURCH,29 W. TULPEHOCKEN STREET,19144,1880,,H.A. & J.P. SIMS,NO,NO,NO,TULPEHOCKEN,NO,NO,PAB,PAB,8,UPPER NORTHWEST,,EPISCOPAL,EPISCOPAL,,,,,,,,,,,BROWNSTONE,,,,YES,NO,NO,NO,775324000,,CHRIST CHURCH,SAINT MICHAELS,238,"29 W. TULPEHOCKEN STREET Philadelphia, PA",,,small_red
MACEDONIA FREEWILL BAPTIST CHURCH,COLUMBIA AVENUE PRESBYTERIAN CHURCH,2036-2040 CECIL B. MOORE AVENUE,19121,1875,,,NO,NO,NO,NO,NO,NO,PHMC,,5,LOWER NORTH,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,STONE,,,,YES,NO,NO,YES,772093000,,TRS OF THE MACEDONIA FREE,WILL BAPTIST CHURCH,148,"2036  CECIL B. MOORE AVENUE Philadelphia, PA",,,small_red
OPEN DOOR BAPTIST CHURCH,GERMAN EVANGELICAL CHURCH,1632-1634 N. 26TH STREET,19121,1895,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,5,LOWER NORTH,,,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,,772340000,LIPPINCOTT STREET,OPEN DOOR BAPT CHURCH,,149,"1632 N. 26TH STREET Philadelphia, PA",,,small_red
MOORE'S MEMORIAL BAPTIST CHURCH,FIRST DUTCH REFORMED CHAPEL,1421-1425 W. DAUPHIN STREET,19132,1913,,,NO,NO,NO,NO,NO,NO,,,5,LOWER NORTH,,,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,,776136900,,MOORE<S MEMORIAL BAPT,CHURCH,167,"1421 W. DAUPHIN STREET Philadelphia, PA",,,small_red
MOUNT VERNON BAPTIST CHURCH,BETHEL AFRICAN METHODIST EPISCOPAL CHURCH,454-458 E. RITTENHOUSE STREET,19144,1893,,UNKNOWN,NO,NO,NO,NO,NO,NO,COOPERMAN,N/A,8,UPPER NORTHWEST,,AFRICAN METHODIST EPISCOPAL,BAPTIST,,,,,,,,,,,SCHIST,BRICK,GERMANTOWN'S ONLY PRE-CIVIL WAR BLACK CHURCH (COOPERMAN),,NO,NO,YES,YES,775289000,MORTON STREET,MT VERNON BAPT CHURCH,,246,"454 E. RITTENHOUSE STREET Philadelphia, PA",,,small_red
KING SOLOMON BAPTIST CHURCH,MORAVIAN CHURCH,2318-2324 GERMANTOWN AVENUE,19133,1895,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,5,LOWER NORTH,,MORAVIAN,BAPTIST,,,,,,,,,,,GNEISS,,,,NO,NO,NO,NO,777163000,,MAYFIELD MC GRIFF -,FRANK KEMP-ALBERT,165,"2318  GERMANTOWN AVENUE Philadelphia, PA",,,small_red
FELLOWSHIP BIBLE CHURCH,THIRD CHRISTIAN CHURCH?; JOHN WESLEY METHODIST CHURCH,4109-4119 ASPEN STREET,19104,1886,,,NO,NO,NO,NO,NO,NO,PHMC,,3,WEST,,METHODIST,BAPTIST,,,,,,,,,,,STONE,,,,NO,NO,NO,YES,774056000,,FELLOWSHIP BIBLE,CHURCH,107,"4109  ASPEN STREET Philadelphia, PA",,,small_red
MOUNT HEBRON BAPTIST CHURCH,CHURCH OF THE ATONEMENT,1409-1417 WHARTON STREET,19146,1882,,HAZLEHURST & HUCKEL,NO,NO,NO,NO,NO,NO,"PHMC-PHC, CLIO","PHMC-PHC, CLIO",2,SOUTH,COMPLEX,PRESBYTERIAN,BAPTIST,"PARISH HOUSE (PHMC-PHC, CLIO)",1884,HAZLEHURST & HUCKEL,,,,,,,,BROWNSTONE,WOOD,,,NO,NO,NO,YES,773167000,,MT HEBRON BAPT CHURCH,,22,"1409  WHARTON STREET Philadelphia, PA",,,small_red
CALVARY BAPTIST CHURCH,HEDDING METHODIST EPISCOPAL CHURCH,6122-6130 HAVERFORD AVENUE,19151,1855,,,NO,NO,NO,NO,NO,NO,PCHP,NO PAB,5,WEST,,METHODIST EPISCOPAL,BAPTIST,ALTERATIONS (COOPERMAN),1902,WATSON & HUCKEL,ALTERATIONS (COOPERMAN),1906,C. DAVIS,,,,,BRICK,,,,NO,NO,NO,YES,774188000,,CALVARY BAPTIST CHURCH,NON PROFIT CORP,101,"6122  HAVERFORD AVENUE Philadelphia, PA",,,small_red
BIBLEWAY BAPTIST CHURCH,SAINT JAMES PROTESTANT EPISCOPAL CHURCH (1910 MAP); SAINT JOHN'S PROTESTANT EPISCOPAL CHURCH (1895 MAP),1323-1327 N. 52ND STREET,19131,1895,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,3,WEST PARK,,EPISCOPAL,BAPTIST,,,,,,,,,,,GRANITE,,,,NO,NO,NO,YES,774412000,,THE BIBLE-WAY BAPTIST,CHURCH OF PHILA INC,111,"1323 N. 52ND STREET Philadelphia, PA",,,small_red
CORNERSTONE BAPTIST CHURCH,B�NAI JESHURUN SYNAGOGUE,2117-2127 N. 33RD STREET,19121,1924,CIRCA,HESS & SUGARMAN,NO,NO,NO,NO,NO,NO,PHMC-PAB,NO PAB REF,5,LOWER NORTH,,JUDAISM,BAPTIST,,,,,,,,,,,STONE,,,,NO,NO,NO,YES,772355000,,CORNERSTONE BAPTIST,CHURCH,151,"2117 N. 33RD STREET Philadelphia, PA",,,small_red
SAINT LUKE'S UNITED CHURCH OF CHRIST,,11080 KNIGHTS ROAD,19154,1962,,,NO,NO,NO,NO,NO,NO,OPA; MAPS CONFIRM NO CHURCH BEFORE 1962,,10,LOWER FAR NORTHEAST,,,UNITED CHURCH OF CHRIST (UCC),,,,,,,,,,,BRICK,,,,NO,NO,NO,,778203000,,ST LUKES UNITED CHURCH,OF CHRIST,362,"11080  KNIGHTS ROAD Philadelphia, PA",,,small_red
NEW GETHSEMANE BAPTIST CHURCH OF SOUTH PHILADELPHIA,WHARTON SQUARE UNITED PRESBYTERIAN CHURCH,1274 S. 28TH STREET,19146,1896,,W. PRICE,NO,NO,NO,NO,NO,NO,,,2,SOUTH,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,GRANITE,,,,NO,NO,NO,YES,773242000,2301 WHARTON STREET,NEW GETHSEMENE BAPTIST,CHURCH OF SOUTH PHILA,20,"1274 S. 28TH STREET Philadelphia, PA",,,small_red
NEW HOPE TEMPLE BAPTIST CHURCH,UNION BAPTIST CHURCH,711-715 S. 12TH STREET,19147,1893,,THOMAS BENNETT,NO,NO,NO,NO,NO,NO,COOPERMAN,COOPERMAN,1,CENTRAL,,BAPTIST,BAPTIST,,,,,,,,,,,BRICK,LIMESTONE,,,NO,NO,YES,NO,771259000,,NEW HOPE TEMPLE BAPT,CHURCH A PENNA CORP,15,"711 S. 12TH STREET Philadelphia, PA",,,small_red
UNITED BAPTIST CHURCH,HEBRON MEMORIAL PRESBYTERIAN CHURCH,1254-1264 N. 25TH STREET,19121,1893,,J. FRANKLIN STUCKERT,NO,NO,NO,NO,NO,NO,PAB,,5,LOWER NORTH,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,YES,772335000,W. THOMPSON STREET,UNITED BAPTIST CHURCH,INC,138,"1254 N. 25TH STREET Philadelphia, PA",,,small_red
SAINT ATHANASIUS CATHOLIC CHURCH,SAINT ATHANASIUS CATHOLIC CHURCH,7040 LIMEKILN PIKE,19138,1953,,,NO,NO,NO,NO,NO,NO,PCP,,9,UPPER NORTH,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,,,,,NO,NO,NO,NO,775224000,2050 E. WALNUT LANE,ST ATHANASIUS,RC CHURCH CONVENT,265,"7040  LIMEKILN PIKE Philadelphia, PA",,,small_red
MONUMENTAL BAPTIST CHURCH,FIRST REFORMED PRESBYTERIAN CHURCH (COOPERMAN),241 S. 50TH STREET,19139,1925,,F. RUSSELL STUCKERT (STUCKERT & CO.),NO,NO,NO,NO,NO,NO,COOPERMAN,COOPERMAN,3,WEST,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,,,,,NO,NO,YES,YES,774393000,4948 LOCUST STREET,MONUMENTAL BAPTIST,CHURCH,86,"241 S. 50TH STREET Philadelphia, PA",,,small_red
ROSE OF SHARON APOSTOLIC CHURCH,TRANSFIGURATION CHURCH,1216-1222 W. LEHIGH AVENUE,19133,1900,,CHARLES W. BOLTON,NO,NO,NO,NO,NO,NO,,,5,LOWER NORTH,,,PENTECOSTAL,,,,,,,,,,,BRICK,,,,NO,NO,NO,,777242000,,ROSE OF SHARON,APOSTOLIC FAITH CHURCH,165,"1216 W. LEHIGH AVENUE Philadelphia, PA",,,small_red
RESURRECTION BAPTIST CHURCH,WEST PARK PRESBYTERIAN CHURCH? CONVERSE MEMORIAL BUILDING OF WEST PARK BAPTIST CHURCH?,5401-5411 LANSDOWNE AVENUE,19131,1895,,EDWIN F. DURANG? E.A. WILSON?; CHARLES BOLTON?,NO,NO,NO,NO,NO,NO,PHMC,,4,WEST,,BAPTIST,BAPTIST,,,,,,,,,,,STONE,,,,NO,NO,NO,NO,774224000,,RESURRECTION BAPTIST,CHURCH A PA CORP,113,"5401  LANSDOWNE AVENUE Philadelphia, PA",,,small_red
TRUE VINE BAPTIST CHURCH,FAIRHILL BAPTIST CHURCH,523 W. LEHIGH AVENUE,19133,1895,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,7,NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,NO,777233000,521 W. LEHIGH AVENUE,TRUE VINE BAPTIST,CHURCH,175,"523 W. LEHIGH AVENUE Philadelphia, PA",,,small_red
MOUNT MORIAH BAPTIST CHURCH,TIOGA MISSION/FAITH PRESBYTERIAN CHURCH,5331-5335 PULASKI AVENUE,19144,1914,,UNKNOWN,NO,NO,NO,NO,NO,NO,COOPERMAN,N/A,8,UPPER NORTHWEST,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,SCHIST,LIMESTONE,,,NO,NO,YES,YES,776233000,,T/F MORIAH BAPTIST CHURCH,ADAMS ALBERT,242,"5331  PULASKI AVENUE Philadelphia, PA",,,small_red
BEREAN BAPTIST CHURCH,EAST PARK PRESBYTERIAN CHURCH,2433-2439 W. INDIANA AVENUE,19132,1916,,GEORGE E. SAVAGE,NO,NO,NO,NO,NO,NO,PCHP,PCHP,8,NORTH,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,GRANITE,,,,NO,NO,YES,YES,775207000,,TR OF PRESBYTERY,BEREAN BAPTIST CHURCH,171,"2433 W. INDIANA AVENUE Philadelphia, PA",,,small_red
SAINT JOHN'S FREEWILL BAPTIST CHURCH,,1343-1351 MCFERRAN STREET,19140,1910,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,5,NORTH,,,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,,777262000,,ST JOHN FREE WILL,BAPTIST CHURCH,203,"1343  MCFERRAN STREET Philadelphia, PA",,,small_red
LIBERTY BAPTIST CHURCH,BETH HAMEDRASH HAGADOL SYNAGOGUE,5934-5944 LARCHWOOD AVENUE,19143,1942,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,3,WEST,,JUDAISM,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,YES,774234000,,LIBERTY BAPTIST CHURCH,OF WEST PHILA,83,"5934  LARCHWOOD AVENUE Philadelphia, PA",,,small_red
WESTMINISTER MAYFAIR PRESBYTERIAN CHURCH,WESTMINSTER MAYFAIR PRESBYTERIAN CHURCH,6300 HARBISON AVENUE,19149,1953,,,NO,NO,NO,NO,NO,NO,CONGREGATION WEBSITE,,6,NORTH DELAWARE,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,BRICK,,,,NO,NO,NO,NO,778177000,6301 BROUS AVENUE,WESTMINISTER-MAYFIELD,A CORP,317,"6300  HARBISON AVENUE Philadelphia, PA",,,small_red
FIRST AFRICAN PRESBYTERIAN CHURCH,EMMANUEL PRESBYTERIAN CHURCH,4159 W. GIRARD AVENUE,19104,1912,,CHARLES W. BOLTON & SON,NO,NO,NO,PARKSIDE,NO,NO,COOPERMAN,COOPERMAN,3,WEST,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,,,,,NO,NO,YES,NO,774156000,,FIRST AFRICAN,PRESBYTERIAN CHURCH,110,"4159 W. GIRARD AVENUE Philadelphia, PA",,,small_red
SAINT JOHN'S BAPTIST CHURCH,REFORMED EPISCOPAL CHURCH OF RECONCILIATION,1601 S. 13TH STREET,19148,1892,,SAMUEL H. DAY,NO,NO,NO,NO,NO,NO,,,1,SOUTH,,EPISCOPAL,BAPTIST,,,,,,,,,,,GRANITE,BROWNSTONE,,,NO,NO,NO,YES,771267000,1232 TASKER STREET,ST JOHNS BAPT CHURCH,,29,"1601 S. 13TH STREET Philadelphia, PA",,,small_red
ENON CHAPEL BAPTIST CHURCH,HEBREW CONGREGATION OF WEST PHILADELPHIA/CONGREGATION BETH JUDAH,5426-5428 SANSOM STREET,19139,1913,CIRCA,,NO,NO,NO,NO,NO,NO,HSP-PAB REF,,3,WEST,,JUDAISM,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,YES,774293000,,ENON CHAPEL BAPTIST,CHURCH,85,"5426  SANSOM STREET Philadelphia, PA",,,small_red
FAITH EMANUEL BAPTIST CHURCH,29TH STREET METHODIST EPISCOPAL CHURCH,2401-2411 N. 29TH STREET,19132,1889,CIRCA,THOMAS P. LONSDALE,NO,NO,NO,NO,NO,NO,PHMC-PAB,PAB,5,LOWER NORTH,,METHODIST EPISCOPAL,BAPTIST,,,,,,,,,,,STONE,,,,NO,NO,NO,YES,775370000,,FAITH EMANUEL BAPT CHURCH,INC,169,"2401 N. 29TH STREET Philadelphia, PA",,,small_red
PROVIDENCE BAPTIST CHURCH,,87-91 E. HAINES STREET,19144,1940,,,NO,NO,NO,NO,NO,NO,,,8,UPPER NORTHWEST,,,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,,775189000,,PROVIDENCE BAPT CHURCH,OF PHILA,246,"87 E. HAINES STREET Philadelphia, PA",,,small_red
ROME EMMANUEL BAPTIST CHURCH,GASCON PRESBYTERIAN,1100 W. LEHIGH AVENUE,19133,1930,,,NO,NO,NO,NO,NO,NO,,,5,LOWER NORTH,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,GRANITE,,,,NO,NO,NO,YES,777237000,,RANSOME CLAY LEE,HAMPTON WILLIAMS JR,165,"1100 W. LEHIGH AVENUE Philadelphia, PA",,,small_red
ZION BAPTIST CHURCH (ANNEX),TRINITY REFORMED CHURCH,3601-3607 N. BROAD STREET,19140,1920,CIRCA,HORACE W. CASTOR,NO,NO,NO,NO,NO,NO,PAB REF,,5,NORTH,,UNITED CHURCH OF CHRIST (UCC),BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,YES,777089000,,ZION BAPTIST CHURCH,OF PHILA,200,"3601 N. BROAD STREET Philadelphia, PA",,,small_red
"CALVARY EPISCOPAL CHURCH, GERMANTOWN",CALVARY PROTESTANT EPISCOPAL CHURCH,300-316 MANHEIM STREET,19144,1893,,ISAAC PURSELL,NO,NO,NO,NO,NO,NO,PAB,PAB,8,UPPER NORTHWEST,,EPISCOPAL,EPISCOPAL,BAPTISTRY,1902,UNKNOWN,ADDITIONS AND ALTERATIONS,1915,FRANK MILES DAY; DAY & KLAUDER,ADDITIONS AND ALTERATIONS,1922,"MAGAZINER, EBERHARD & HARRIS","HEATON, BUTLER & BAYNE; JOHN LA FARGE; ROYAL BAVARIAN GLASS STUDIO; TIFFANY STUDIOS; WILLET STAINED GLASS STUDIOS; ROBERT MCLAUGHLIN",STONE,,,,YES,NO,NO,NO,776201000,5020 PULASKI AVENUE,RECTORS&CHURCH WARDENS,OF CALVARY CH OF GTN,243,"300  MANHEIM STREET Philadelphia, PA",,,small_red
ZION HILL BAPTIST CHURCH,BETHANY TEMPLE PRESBYTERIAN CHURCH,5301-5337 SPRUCE STREET,19139,1910,,GEORGE E. SAVAGE,NO,NO,NO,NO,NO,NO,,"THE AMERICAN CONTRACTOR, VOL. 31 (1910), P. 25",3,WEST,,PRESBYTERIAN,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,YES,774301000,,ZION HILL BAPT. CHURCH,OF PHILA,85,"5301  SPRUCE STREET Philadelphia, PA",,,small_red
NEW KINGDOM BAPTIST CHURCH,MISSION,2445-2451 MASCHER STREET,19133,1910,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,7,LOWER NORTH,,,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,,777261000,,NEW KINGDOM BAPT,CHURCH,163,"2445  MASCHER STREET Philadelphia, PA",,,small_red
